front,hl,word,meaning,sentence,analogy
"履","履","履","践，踩，在......上行走。易经坤卦：\""～霜坚冰至。","履霜坚冰至。","王力《古代汉语》"
"枕","枕","枕","枕","君姑高枕为乐矣。","王力《古代汉语》"
"藉","藉","藉","读jiè。草垫子。","藉用白茅。","王力《古代汉语》"
"凌","凌","凌","凌","凌余阵兮躐余行。","王力《古代汉语》"
"厉","厉","厉","磨刀石。诗经大雅公刘：\""取～取锻。","磨砻底厉，不见其损，有时而尽。","王力《古代汉语》"
"迫","迫","迫","近。司马迁报任安书：\""涉旬月，～季冬。","涉旬月，迫季冬。","王力《古代汉语》"
"陨","陨","陨","从高处掉下来。易经姤卦：\""有～自天。","有陨自天。","王力《古代汉语》"
"落","落","落","草木凋谢。诗经卫风氓：\""桑之未～。","桑之未落。","王力《古代汉语》"
"运","运","运","转动，旋转。易经系辞上：\""日月～行。","日月运行。","王力《古代汉语》"
"输","输","输","输","秦於是乎输粟于晋。","王力《古代汉语》"
"役","役","役","戍守边疆。诗经王风君子于役：\""君子于～。","君子役物，小人役於物。","王力《古代汉语》"
"募","募","募","募","招延募选。","王力《古代汉语》"
"吹","吹","吹","急呼气。老子二十九章：\""或嘘或～。","生物之以息相吹也。","王力《古代汉语》"
"唱","唱","唱","领唱。庄子德充符：\""和而不～。","唱和有应。","王力《古代汉语》"
"叩","叩","叩","询问。论语子罕：\""我～其两端而竭焉。","我叩其两端而竭焉。","王力《古代汉语》"
"弹","弹","弹","读dàn，名词。弹弓。","左挟弹，右摄丸。","王力《古代汉语》"
"读","读","读","读dú，旧读入声。读书。","颂其诗，读其书，不知其人可乎？","王力《古代汉语》"
"号","号","号","读háo。高声呼喊。","或不知叫号。","王力《古代汉语》"
"讯","讯","讯","问，特指上问下。诗经小雅正月：\""召彼故老，～之占梦。","君尝讯臣矣。","王力《古代汉语》"
"诘","诘","诘","诘","士庄伯不能诘。","王力《古代汉语》"
"叙","叙","叙","使有次序，妥善地安排。尚书皋陶谟：\""惇～九族。","惇叙九族。","王力《古代汉语》"
"诉","诉","诉","告，特指以冤枉或委屈告诉在上的人。史记龟策列传：\""身在患中，莫可告语，王有德义，故来告～。","身在患中，莫可告语，王有德义，故来告诉。","王力《古代汉语》"
"摹","摹","摹","摹","谁能摹暂离之状？","王力《古代汉语》"
"写","写","写","倾注，倾泻。礼记曲礼上：\""御食於君，君赐余，器之溉者不～，其余皆～。","以浍写水。","王力《古代汉语》"
"排","排","排","推，推开。礼记少仪：\""～阖说屦於户内者，一人而已矣。","哙乃排闼直入。","王力《古代汉语》"
"攘","攘","攘","排斥，打退。公羊传僖公四年：\""～夷狄。","攘夷狄。","王力《古代汉语》"
"窜","窜","窜","躲藏。左传定公四年：\""天诱其衷，致罚於楚，而君又～之。","求广土而窜伏焉。","王力《古代汉语》"
"列","列","列","分裂。\""列地\""、\""列土\""二字连用，表示分封为王侯。","列地","王力《古代汉语》"
"垂","垂","垂","边疆。荀子臣道：\""边境之臣处，则疆～不丧。","边境之臣处，则疆垂不丧。","王力《古代汉语》"
"尊","尊","尊","盛酒器。庄子马蹄：\""故纯朴不残，孰为牺～？","故纯朴不残，孰为牺尊？","王力《古代汉语》"
"盛","盛","盛","读chéng。黍稷在器中，用来祭祀的。","诸侯耕助以供粢盛。","王力《古代汉语》"
"虚","虚","虚","大丘，特指旧都邑的遗址。旧读如胠(qū)。","升彼虚矣。","王力《古代汉语》"
"枉","枉","枉","［木］不直。跟\""直\""相对。","冤枉","王力《古代汉语》"
"和","和","和","［音乐］调和，和谐。尚书舜典：\""声依永，律～声。","声依永，律和声。","王力《古代汉语》"
"顺","顺","顺","顺从。跟\""逆\""相对。","逆","王力《古代汉语》"
"凛","凛","凛","凛","凛秋暑退，熙春寒往。","王力《古代汉语》"
"凝","凝","凝","结冰。易经坤卦：\""履霜坚冰，阴始～也。","履霜坚冰，阴始凝也。","王力《古代汉语》"
"烂","烂","烂","煮烂。吕氏春秋本味：\""熟而不～。","焦头烂额为上客。","王力《古代汉语》"
"漫","漫","漫","读màn。水大的样子。","其池则汤汤汗汗，滉瀁弥漫，浩如河汉。 ","王力《古代汉语》"
"赤","赤","赤","赤","赤舄几几。","王力《古代汉语》"
"碧","碧","碧","碧","碧岭再辱。","王力《古代汉语》"
"青","青","青","蓝色。荀子劝学：\""青，取之於蓝而～於蓝。","望郎上青楼。","王力《古代汉语》"
"苍","苍","苍","苍","天之苍苍，其正色邪？","王力《古代汉语》"
"乍","乍","乍","副词。突然，忽然。","今人乍见孺子将入於井。","王力《古代汉语》"
"每","每","每","每一。论语八佾：\""子入太庙，～事问。","子入太庙，每事问。","王力《古代汉语》"
"既","既","既","动词。尽。","道之出口，淡乎其无味。视之不足见，听之不足闻，用之不可既。","王力《古代汉语》"
"卿","卿","卿","官阶名，爵位名。卿在公之下，大夫之上。","公卿大夫，此人爵也。","王力《古代汉语》"
"傅","傅","傅","师傅，教师。礼记内则：\""十年，出就外～，居宿於外。","颜阖将傅卫灵公太子。","王力《古代汉语》"
"仪","仪","仪","仪","子大叔见赵简子，简子问揖让周旋之礼焉。对曰：\'是仪也，非礼也。\'","王力《古代汉语》"
"容","容","容","容纳，容得下。诗经卫风河广：\""谁谓河广？","剖之以为瓢，则瓠落无所容。","王力《古代汉语》"
"祥","祥","祥","吉凶的预兆。左传僖公十六年：\""是何～也？","是何祥也？吉凶焉在？","王力《古代汉语》"
"殃","殃","殃","殃","积善之家，必有余庆；积不善之家，必有余殃。","王力《古代汉语》"
"条","条","条","树枝。诗经周南汝坟：\""伐其～枚。","於是丛条瞋胆，叠颖怒魄。","王力《古代汉语》"
"理","理","理","加工玉石，雕琢［玉器］。战国策秦策三：\""郑人谓玉未～者璞。","使玉人理其璞。","王力《古代汉语》"
"支","支","支","枝。诗经卫风芄兰：\""芄兰之～。","本支百世。","王力《古代汉语》"
"叶","叶","叶","叶子。扬雄解嘲：\""枝～扶疏。","枝叶扶疏。","王力《古代汉语》"
"颖","颖","颖","颖","实颖实栗。","王力《古代汉语》"
"轩","轩","轩","大夫的车。左传闵公二年：\""卫懿公好鹤，鹤有乘～者。","卫懿公好鹤，鹤有乘轩者。","王力《古代汉语》"
"冕","冕","冕","冕","行夏之时，乘殷之辂，服周之冕。","王力《古代汉语》"
"庾","庾","庾","庾","曾孙之庾，如坻如京。","王力《古代汉语》"
"廪","廪","廪","廪","父母使舜完廪。","王力《古代汉语》"
"帛","帛","帛","帛","五十者可以衣帛矣。","王力《古代汉语》"
"缕","缕","缕","缕","譬若丝缕之有纪，罔罟之有纲。","王力《古代汉语》"
"扃","扃","扃","扃","固扃鐍。","王力《古代汉语》"
"牖","牖","牖","牖","自牖执其手。","王力《古代汉语》"
"楹","楹","楹","楹","有觉其楹。","王力《古代汉语》"
"槛","槛","槛","槛","故夫养虎豹犀象者，为之圈槛。","王力《古代汉语》"
"梁","梁","梁","桥。庄子马蹄：\""泽无舟～。","桥梁。","王力《古代汉语》"
"陵","陵","陵","大土山。诗经小雅天保：\""如山如阜，如冈如～。","如山如阜，如冈如陵。","王力《古代汉语》"
"津","津","津","渡口。论语微子：\""使子路问～焉。","使子路问津焉。","王力《古代汉语》"
"浦","浦","浦","水边，河边，江边。诗经大雅常武：\""率彼淮～。","率彼淮浦。","王力《古代汉语》"
"畴","畴","畴","麻田，田。孟子尽心上：\""易其田～。","农人告余以春及，将有事於西畴。","王力《古代汉语》"
"陌","陌","陌","陌","越陌度阡。","王力《古代汉语》"
"晡","晡","晡","晡","荒庭日欲晡。","王力《古代汉语》"
"曛","曛","曛","曛","风悲日曛。","王力《古代汉语》"
"块","块","块","土块。左传僖公二十三年：\""乞食於野人，野人与之～。","乞食於野人，野人与之块。","王力《古代汉语》"
"砾","砾","砾","砾","僖侯浴汤中有砾。","王力《古代汉语》"
"掇","掇","掇","掇","采采芣苢，薄言掇之。","王力《古代汉语》"
"控","控","控","拉弓。史记刘敬叔孙通列传：\""当是时，冒顿为单于，兵强，～弦三十万。","当是时，冒顿为单于，兵强，控弦三十万。","王力《古代汉语》"
"扪","扪","扪","扪","莫扪朕舌。","王力《古代汉语》"
"把","把","把","握持，攥(zuàn)。史记殷本纪：\""汤自～钺以伐昆吾。","汤自把钺以伐昆吾。","王力《古代汉语》"
"挑","挑","挑","读tiāo，挠，拨动。庄子大宗师：\""孰能登天游雾，挠～无极？","孤灯挑尽未成眠。","王力《古代汉语》"
"搔","搔","搔","搔","爱而不见，搔首踟蹰。","王力《古代汉语》"
"投","投","投","抛掷，抛向。诗经卫风木瓜：\""～我以木瓜。","投我以木瓜。","王力《古代汉语》"
"递","递","递","交替。楚辞招魂：\""二八侍宿，射～代些。","秦复爱六国之人，则递三世可至万世而为君。","王力《古代汉语》"
"蹈","蹈","蹈","踩，踏。庄子达生：\""至人潜行不窒，～火不热。","至人潜行不窒，蹈火不热。","王力《古代汉语》"
"蹑","蹑","蹑","踩。史记淮阴侯列传：\""张良、陈平～汉王足。","张良、陈平蹑汉王足。","王力《古代汉语》"
"升","升","升","量名，一斗的十分之一。庄子外物：\""君岂有斗～之水而活我哉？","君岂有斗升之水而活我哉？","王力《古代汉语》"
"缘","缘","缘","衣边饰，古代的一种花边。礼记玉藻：\""缁布衣，锦～。","缁布衣，锦缘。","王力《古代汉语》"
"偃","偃","偃","仰卧。诗经小雅北山：\""或息～在床。","迎风则偃，背风则仆。","王力《古代汉语》"
"仆","仆","仆","仆","诚恐一旦蹎仆。","王力《古代汉语》"
"毙","毙","毙","毙","射其右，毙于车中。","王力《古代汉语》"
"倾","倾","倾","倾斜，歪。荀子非十二子：\""端然正己，不为物～侧。","端然正己，不为物倾侧。","王力《古代汉语》"
"聆","聆","聆","聆","聆广乐之九奏兮。","王力《古代汉语》"
"眺","眺","眺","眺","可以远眺望。","王力《古代汉语》"
"睇","睇","睇","睇","既含睇兮又宜笑。","王力《古代汉语》"
"眄","眄","眄","眄","臣闻明月之珠，夜光之璧，以暗投入於道，众莫不按剑相眄者。","王力《古代汉语》"
"瞻","瞻","瞻","瞻","瞻望弗及，伫立以泣。","王力《古代汉语》"
"回","回","回","回","是以肠一日而九回。","王力《古代汉语》"
"还","还","还","回去，回来。左传僖公三十年：\""吾其～也。","吾其还也。","王力《古代汉语》"
"逝","逝","逝","逝","日月逝矣。","王力《古代汉语》"
"分","分","分","分开。论语泰伯：\""三～天下有其二。","三分天下有其二。","王力《古代汉语》"
"诀","诀","诀","诀","沥泣共诀，?br\> 　　血相视。","王力《古代汉语》"
"悸","悸","悸","悸","使我至今病悸。","王力《古代汉语》"
"恸","恸","恸","恸","颜渊死，子哭之恸。","王力《古代汉语》"
"怅","怅","怅","怅","怨公子兮怅忘归。","王力《古代汉语》"
"慨","慨","慨","叹息，叹气。荀子宥坐：\""孔子～然叹曰。","孔子慨然叹曰。","王力《古代汉语》"
"警","警","警","使警惕，使知所戒。左传宣公十二年：\""今天或者大～晋也。","烦君最相警。","王力《古代汉语》"
"惕","惕","惕","惕","君子终日乾乾，夕惕若厉。","王力《古代汉语》"
"欲","欲","欲","及物动词。想要得到，希望有某事。","少妇城南欲断肠。","王力《古代汉语》"
"感","感","感","感","圣人感人心而天下和平。","王力《古代汉语》"
"酌","酌","酌","酌","我姑酌彼兕觥。","王力《古代汉语》"
"酹","酹","酹","酹","以酒酹地。","王力《古代汉语》"
"酣","酣","酣","酣","即酒酣乐，进热歠。","王力《古代汉语》"
"觉","觉","觉","读jiào。睡醒。","寐","王力《古代汉语》"
"央","央","央","［中央］中间，中心，正中。诗经秦风蒹葭：\""宛在水中～。","淮南子天文：","王力《古代汉语》"
"阑","阑","阑","门前的栅栏。史记楚世家：\""是以敝邑之王不得事王，而令仪亦不得为门～之厮也。","门阑","王力《古代汉语》"
"清","清","清","清","浊","王力《古代汉语》"
"浑","浑","浑","浊，浑浊。老子十五章：\""～兮其若浊。","浑兮其若浊。","王力《古代汉语》"
"安","安","安","安，跟危相对。论语季氏：\""盖均无贫，和无寡，～无倾。","歌筵畔，先安簟枕，容我醉时眠。","王力《古代汉语》"
"闲","闲","闲","栅栏，养牛马的圈。汉书百官公卿表：\""又龙马～驹。","又龙马闲驹。","王力《古代汉语》"
"乖","乖","乖","乖","楚执政众而乖。","王力《古代汉语》"
"互","互","互","交互，交错。京房易传：\""阴阳交～。","洲岛回互。","王力《古代汉语》"
"繁","繁","繁","繁","於是景公繁于刑。","王力《古代汉语》"
"烦","烦","烦","烦躁。素问生气通天论：\""～则喘喝。","入耳而不烦。","王力《古代汉语》"
"急","急","急","性情急躁，没有耐心。孟子滕文公下：\""三月无君则吊，不以～乎？","三月无君则吊，不以急乎？","王力《古代汉语》"
"忽","忽","忽","不注意，不重视，无视。汉书王嘉传：\""～於小过。","忽於小过。","王力《古代汉语》"
"但","但","但","但","匈奴匿其壮士肥牛马，但见老弱及羸畜。","王力《古代汉语》"
"星","星","星","星","物换星移几度秋？","王力《古代汉语》"
"辰","辰","辰","十二支的第五位。用来纪日。","庚辰，将殡于曲沃。","王力《古代汉语》"
"岭","岭","岭","岭","与轿而隃领。","王力《古代汉语》"
"栈","栈","栈","棚车，用木条横排编成车厢的轻便车子。诗经小雅何草不黄：\""有～之车，行彼周道。","有栈之车，行彼周道。","王力《古代汉语》"
"阁","阁","阁","复道，用木材架於空中以为道路。战国策齐策六：\""为栈道木～而迎王与后於城阳山中。","为栈道木阁而迎王与后於城阳山中。","王力《古代汉语》"
"甸","甸","甸","甸","五百里甸服。","王力《古代汉语》"
"藩","藩","藩","藩","羝羊触藩。","王力《古代汉语》"
"苑","苑","苑","苑","不务明君臣之义，正诸侯之礼，徒事争於游戏之乐，苑囿之大。","王力《古代汉语》"
"陇","陇","陇","地名。陇山（在陕西、甘肃交界处。","遂逾陇。","王力《古代汉语》"
"坟","坟","坟","大堤。诗经周南汝坟：\""遵彼汝～。","遵彼汝坟。","王力《古代汉语》"
"蹊","蹊","蹊","蹊","山无蹊隧，泽无舟梁。","王力《古代汉语》"
"径","径","径","小路，不能容车的步道。论语雍也：\""行不由～。","行不由径。","王力《古代汉语》"
"汀","汀","汀","汀","搴汀洲兮杜若。","王力《古代汉语》"
"洲","洲","洲","洲","关关雎鸠，在河之洲。","王力《古代汉语》"
"渚","渚","渚","渚","鹤汀凫渚，穷岛屿之萦回。","王力《古代汉语》"
"皋","皋","皋","皋","步余马於兰皋兮。","王力《古代汉语》"
"涯","涯","涯","涯","若涉大水，其无津涯。","王力《古代汉语》"
"塘","塘","塘","堤。本作\""唐\""。","池塘生春草，园柳变鸣禽。","王力《古代汉语》"
"垠","垠","垠","垠","其小无内兮，其大无垠。","王力《古代汉语》"
"辇","辇","辇","用人推挽的车。战国策赵策四：\""老妇恃～而行。","昭阳殿里第一人，同辇随君侍君侧。","王力《古代汉语》"
"毂","毂","毂","毂","三十辐，共一毂。","王力《古代汉语》"
"辕","辕","辕","辕","委蛇其大如毂，其长如辕。","王力《古代汉语》"
"辙","辙","辙","辙","汝不知夫螳螂乎？怒其臂以当车辙，不知其不胜任也。","王力《古代汉语》"
"簪","簪","簪","簪","昔闻投簪逸海岸。","王力《古代汉语》"
"缨","缨","缨","系冠的带子，结在下巴的。楚辞渔父：\""沧浪之水清兮，可以濯我～。","雄发指危冠，猛气冲长缨。","王力《古代汉语》"
"绂","绂","绂","读fú。系印的丝带（其颜色依品级而定）。","授单于印绂。","王力《古代汉语》"
"绶","绶","绶","绶","怀黄金之印，结紫绶於要。","王力《古代汉语》"
"襦","襦","襦","襦","征褰与襦。","王力《古代汉语》"
"袂","袂","袂","袂","投袂而起。","王力《古代汉语》"
"羹","羹","羹","羹","若作和羹，尔惟盐梅。","王力《古代汉语》"
"丝","丝","丝","丝。战国策楚策四：\""方将调饴胶～。","方将调饴胶丝。","王力《古代汉语》"
"弦","弦","弦","弓的弦。韩非子观行：\""西门豹之性急，常佩韦以自缓","西门豹之性急，常佩韦以自缓；董安于之性缓，常佩弦以自急。","王力《古代汉语》"
"鼓","鼓","鼓","名词。鼓。","小子鸣鼓而攻之可也。","王力《古代汉语》"
"僚","僚","僚","僚","我虽异事，及尔同僚。","王力《古代汉语》"
"群","群","群","群","谁谓尔无羊？三百维群！","王力《古代汉语》"
"辈","辈","辈","辈","荐宠下辈。","王力《古代汉语》"
"思","思","思","思考，考虑。论语为政：\""学而不～则罔，～而不学则殆。","学而不思则罔，思而不学则殆。","王力《古代汉语》"
"索","索","索","大绳，绳子。司马迁报任安书：\""其次关木～，被棰楚受辱。","其次关木索，被棰楚受辱。","王力《古代汉语》"
"赏","赏","赏","奖励有功的。史记项羽本纪：\""未有封侯之～。","未有封侯之赏。","王力《古代汉语》"
"料","料","料","料","尝为季氏吏，料量平。","王力《古代汉语》"
"想","想","想","想","余读孔氏书，想见其为人。","王力《古代汉语》"
"占","占","占","根据烧灼过的龟甲裂纹占问吉凶。周礼春官宗伯：\""占人掌～龟。","其占为有年。","王力《古代汉语》"
"卜","卜","卜","卜","卜之，不吉。","王力《古代汉语》"
"戏","戏","戏","读huī。军中大将的大旗。","兵罢戏下，诸侯各就国。","王力《古代汉语》"
"弄","弄","弄","用手把玩。诗经小雅斯干：\""载～之璋。","夷吾弱不好弄。","王力《古代汉语》"
"动","动","动","移动，振动。跟\""静\""相对。","静","王力《古代汉语》"
"定","定","定","安定，安静。诗经小雅采薇：\""岂敢～居。","岂敢定居。","王力《古代汉语》"
"驻","驻","驻","驻","襜帷暂驻。","王力《古代汉语》"
"住","住","住","住","去","王力《古代汉语》"
"依","依","依","傍着，紧靠着。古诗十九首：\""胡马～北风。","胡马依北风。","王力《古代汉语》"
"倚","倚","倚","斜靠着。史记刺客列传：\""轲自知事不就，～柱而笑。","轲自知事不就，倚柱而笑。","王力《古代汉语》"
"雕","雕","雕","猛禽。鹰鹞一类的鸟。","回望射雕处，千里暮云平。","王力《古代汉语》"
"制","制","制","制","制芰荷以为衣兮。","王力《古代汉语》"
"生","生","生","植物长出来，生出来。礼记月令：\""王瓜～，苦菜秀。","王瓜生，苦菜秀。","王力《古代汉语》"
"消","消","消","消失，减少。与\""息\""相对。","日中则昃，月盈则食，天地盈虚，与时消息。","王力《古代汉语》"
"淹","淹","淹","浸渍。楚辞九叹怨思：\""～芳芷於腐井兮。","宅中水淹。","王力《古代汉语》"
"漏","漏","漏","水渗下。杜甫茅屋为秋风所破歌：\""床头屋～无乾处。","床头屋漏无乾处。","王力《古代汉语》"
"泛","泛","泛","在水上飘浮。苏轼前赤壁赋：\""苏子与客～舟，游於赤壁之下。","苏子与客泛舟，游於赤壁之下。","王力《古代汉语》"
"涵","涵","涵","潜沉，潜游。左思吴都赋：\""～泳乎其中。","涵泳乎其中。","王力《古代汉语》"
"蒙","蒙","蒙","覆盖。诗经鄘风君子偕老：\""～彼绉絺。","上下相蒙。","王力《古代汉语》"
"蔽","蔽","蔽","遮住，遮掩。楚辞国殇：\""旌～日兮敌若云。","旌蔽日兮敌若云。","王力《古代汉语》"
"荫","荫","荫","荫","树成荫而众鸟息焉。","王力《古代汉语》"
"炙","炙","炙","烧肉，烤肉。左传哀公十五年：\""～未熟。","炙未熟。","王力《古代汉语》"
"敛","敛","敛","聚积，特指聚积财物。论语先进：\""而求也为之聚～而附益之。","敛轻雾，藏鸣湍。","王力《古代汉语》"
"贡","贡","贡","贡","厥贡漆丝。","王力《古代汉语》"
"激","激","激","遏阻水势。孟子告子上：\""今夫水，搏而跃之，可使过颡","今夫水，搏而跃之，可使过颡；激而行之，可使在山。","王力《古代汉语》"
"濯","濯","濯","濯","沧浪之水清兮，可以濯我缨。","王力《古代汉语》"
"拂","拂","拂","掸(dǎn)。楚辞卜居：\""詹尹乃端策～龟。","詹尹乃端策拂龟。","王力《古代汉语》"
"逆","逆","逆","迎，迎接，迎着。跟\""送\""相对。","目逆而送之。","王力《古代汉语》"
"凋","凋","凋","凋","玉露凋伤枫树林。","王力《古代汉语》"
"零","零","零","零","零雨其濛。","王力《古代汉语》"
"屠","屠","屠","屠","以屠狗为事。","王力《古代汉语》"
"灭","灭","灭","把火熄掉。尚书盘庚上：\""若火之燎于原，不可向迩，其犹可扑～。","若火之燎于原，不可向迩，其犹可扑灭。","王力《古代汉语》"
"罄","罄","罄","罄","瓶之罄矣。","王力《古代汉语》"
"尽","尽","尽","不及物动词。无余，没有了。","野兽已尽而猎狗亨。","王力《古代汉语》"
"了","了","了","了结，结束。李白侠客行：\""事～拂衣去。","事了拂衣去。","王力《古代汉语》"
"肖","肖","肖","像，似，类似。老子六十七章：\""天下皆谓我道大似不～。","待用於人者，其肖於器耶？","王力《古代汉语》"
"暨","暨","暨","及，与。尚书尧典：\""帝曰：\'咨，汝羲～和！\'\""（咨：感叹词。","让于稷契，暨皋陶。","王力《古代汉语》"
"逮","逮","逮","及，到，达到。论语里仁：\""古者言之不出，耻躬之不～也。","古者言之不出，耻躬之不逮也。","王力《古代汉语》"
"暝","暝","暝","暝","迷花倚石忽已暝。","王力《古代汉语》"
"黯","黯","黯","黯","黯兮惨悴，风悲日曛。","王力《古代汉语》"
"悉","悉","悉","悉","王命众，悉至于庭。","王力《古代汉语》"
"赢","赢","赢","获取余利。左传昭公元年：\""贾而欲～，而恶嚣乎？","视垦田赢缩以稽本末。","王力《古代汉语》"
"短","短","短","短","长","王力《古代汉语》"
"骄","骄","骄","马高大壮健的样子。诗经卫风硕人：\""四牡有～。","四牡有骄。","王力《古代汉语》"
"慢","慢","慢","倨傲不敬。跟\""敬\""相对。","敬","王力《古代汉语》"
"妄","妄","妄","妄","飞不妄集，翔必择林。","王力《古代汉语》"
"层","层","层","层","层峦耸翠，上出重霄。","王力《古代汉语》"
"乔","乔","乔","高，特指树木的高大。多以\""乔木\""连用。","乔木","王力《古代汉语》"
"耿","耿","耿","耿","以觐文王之耿光，以扬武王之大烈。","王力《古代汉语》"
"渺","渺","渺","渺","渺渺","王力《古代汉语》"
"缛","缛","缛","缛","故其馆室次舍，采饰纤缛。","王力《古代汉语》"
"稠","稠","稠","稠","而稠人广坐，侍立终日。","王力《古代汉语》"
"综","综","综","综","错综复杂","王力《古代汉语》"
"杂","杂","杂","动词。五彩相合。","杂然而前陈者，太守宴也。","王力《古代汉语》"
"尘","尘","尘","飞扬的细土。庄子逍遥游：\""野马也，～埃也，生物之以息相吹也。","况我堕胡尘，及归尽华发。","王力《古代汉语》"
"霭","霭","霭","霭","霭霭","王力《古代汉语》"
"峦","峦","峦","小而尖的山。孔稚珪北山移文：\""望林～而有失。","望林峦而有失。","王力《古代汉语》"
"岩","岩","岩","高峻的山，陡崖。世说新语容止：\""双目闪闪如～下电。","双目闪闪如岩下电。","王力《古代汉语》"
"阿","阿","阿","大山。诗经小雅菁菁者莪：\""在彼中～。","在彼中阿。","王力《古代汉语》"
"隅","隅","隅","靠边的地方，角落。诗经邶风静女：\""俟我於城～。","俟我於城隅。","王力《古代汉语》"
"畔","畔","畔","田界。左传襄公二十五年：\""行无越思，如农之有～。","行无越思，如农之有畔。","王力《古代汉语》"
"际","际","际","两墙相接处叫\""际\""。引申为一般事物的相交，会合。","际","王力《古代汉语》"
"纶","纶","纶","青丝绶带。礼记缁衣：\""王言如丝，其出如～。","王言如丝，其出如纶。","王力《古代汉语》"
"纂","纂","纂","赤色的丝带。汉书宣帝纪：\""锦绣～组，害女红者也。","锦绣纂组，害女红者也。","王力《古代汉语》"
"床","床","床","床","宋人惧，使华元夜入楚师，登子反之床。","王力《古代汉语》"
"蓐","蓐","蓐","蓐","训卒利兵，秣马蓐食，潜师而起。","王力《古代汉语》"
"厨","厨","厨","厨房。孟子梁惠王上：\""是以君子远庖～也。","是以君子远庖厨也。","王力《古代汉语》"
"筵","筵","筵","筵","铺筵席，陈尊俎。","王力《古代汉语》"
"肌","肌","肌","肌","藐姑射之山，有神人居焉，肌肤如冰雪。","王力《古代汉语》"
"肤","肤","肤","肤","肤如凝脂。","王力《古代汉语》"
